#Position (bp)	insert size	chromosomes
1.2485081415E9	234.7174193548387	0.0
1.2485823085E9	287.4148262860221	0.0
1.248656221E9	287.13505747126436	722372.1700253274
1.248729996E9	301.4409837173164	0.0
1.248803631E9	285.9041863942188	0.0
1.24887699E9	294.76802454406	722372.1700253274
1.248949989E9	272.1816758026625	0.0
1.2490226935E9	330.4306080110644	0.0
1.24909522E9	300.2797689098106	722372.1700253274
1.2491676375E9	308.43390508862205	0.0
1.2492400235E9	292.22187694220014	0.0
1.249312281E9	227.55402298850575	722372.1700253274
1.2493843785E9	309.54010639407534	0.0
1.2494564175E9	294.7611696331275	0.0
1.249528423E9	296.2108027006752	722372.1700253274
1.2496003075E9	297.74668820678517	0.0
1.249672057E9	297.9593398349587	0.0
1.249743755E9	283.59143055333226	722372.1700253274
1.249815418E9	299.35217535702424	0.0
1.2498870555E9	297.66496360582306	0.0
1.2499585885E9	285.8543771043771	722372.1700253274
1.2500299765E9	294.42812310184246	0.0
1.2501012565E9	297.1833180568286	0.0
1.2501724235E9	302.11202622069084	722372.1700253274
1.25024351E9	291.3778912586362	0.0
1.250281923E9	299.8217468805704	0.0
1.250317436E9	298.58995939461056	722372.1700253274
1.250385436E9	298.5277313478195	0.0
1.250456128E9	313.47812145099874	0.0
1.2505267305E9	327.79929225325026	722372.1700253274
1.250597235E9	292.3205980066445	0.0
1.2506676895E9	296.83872594335656	0.0
1.250738137E9	297.4076130055511	722372.1700253274
1.2508084315E9	288.9573929764194	0.0
1.25087841E9	289.86953901777645	0.0
1.2509481895E9	261.527549540841	722372.1700253274
1.2510178765E9	294.6055525894287	0.0
1.2510874685E9	249.43033190930004	0.0
1.251156914E9	274.0118412491867	722372.1700253274
1.2512262325E9	292.4696680656238	0.0
1.2512954485E9	295.13765881337116	0.0
1.2513645695E9	290.9397706865589	722372.1700253274
1.2514336535E9	278.39522633744855	0.0
1.251502616E9	299.87021298919313	0.0
1.251571471E9	295.95470679012345	722372.1700253274
1.251640227E9	300.8488767869299	0.0
1.2517086745E9	296.71240913148836	0.0
1.2517764175E9	300.2160983629995	722372.1700253274
1.251843634E9	295.9277101312212	0.0
1.251910797E9	300.8548051948052	0.0
1.2519779235E9	298.99073223039215	722372.1700253274
1.252044986E9	281.39422686000813	0.0
1.25211183E9	292.2913605119697	0.0
1.2521784465E9	301.28098139030294	722372.1700253274
1.2522449675E9	306.1777380819471	0.0
1.252311527E9	250.2712346068835	0.0
1.252377986E9	285.7674740484429	722372.1700253274
1.2524441585E9	296.8175254813137	0.0
1.252510211E9	303.6437982380915	0.0
1.2525761415E9	296.0832512315271	722372.1700253274
1.2526419145E9	296.2408012501776	0.0
1.252707578E9	295.8688730295663	0.0
1.2527731845E9	297.5728135313531	722372.1700253274
1.2528387475E9	295.43573168446693	0.0
1.252904181E9	295.3601180264873	0.0
1.252969506E9	295.92983486238535	722372.1700253274
1.2530347485E9	297.0180955002064	0.0
1.2530997895E9	337.1360012266176	0.0
1.2531646855E9	283.214509394572	722372.1700253274
1.2532295435E9	298.58383124009265	0.0
1.2532943245E9	296.4914413538222	0.0
1.253359026E9	288.7090558766859	722372.1700253274
1.253423687E9	295.59126477163846	0.0
1.253488244E9	287.6942896935933	0.0
1.253552568E9	290.1415880825475	722372.1700253274
1.253616723E9	251.06662918189485	0.0
1.253680761E9	306.3981556821264	0.0
1.2537445545E9	294.82585971822454	722372.1700253274
1.2538081025E9	290.5339459245059	0.0
1.2538715195E9	296.39600626468285	0.0
1.2539348625E9	306.2394384675938	722372.1700253274
1.253998168E9	299.5193829916785	0.0
1.254061334E9	249.46465470364328	0.0
1.254124366E9	297.1738984473353	722372.1700253274
1.254187323E9	298.77486866632773	0.0
1.254250153E9	296.6702929587117	0.0
1.2543128285E9	296.5847370502175	722372.1700253274
1.25437534E9	262.2314518116835	0.0
1.254437781E9	297.2764659270998	0.0
1.2545002115E9	297.1013733705773	722372.1700253274
1.254562485E9	298.894156978953	0.0
1.254624597E9	279.8050705171256	0.0
1.2546866495E9	170.03125	722372.1700253274
1.254748632E9	297.8918960128078	0.0
1.254810511E9	289.1314365238905	0.0
1.254872187E9	292.3885479237399	722372.1700253274
1.2549337455E9	300.8056998701169	0.0
1.254995275E9	297.2829159434664	0.0
1.2550567275E9	291.7400671516508	722372.1700253274
1.2551180515E9	272.514450867052	0.0
1.255179213E9	302.8713917525773	0.0
1.2552402865E9	297.3483313963141	722372.1700253274
1.255301341E9	317.64389120421146	0.0
1.25536209E9	297.837147152163	0.0
1.255422519E9	291.41582329910614	722372.1700253274
1.25547352E9	249.99789029535864	0.0
1.2555037085E9	252.6655737704918	0.0
1.2555432125E9	229.01994091580502	722372.1700253274
1.2556034385E9	330.50708742886707	0.0
1.255663597E9	294.3081481481481	0.0
1.255723746E9	297.64987405541564	722372.1700253274
1.255783844E9	312.2058952925649	0.0
1.2558438215E9	309.94690132370636	0.0
1.255903751E9	294.2992545260916	722372.1700253274
1.2559636465E9	296.2949592961105	0.0
1.256023441E9	297.38169411066605	0.0
1.256083134E9	295.6266757169523	722372.1700253274
1.256142809E9	296.7162393162393	0.0
1.2562024485E9	297.4216006353128	0.0
1.2562620295E9	184.33333333333334	722372.1700253274
1.25632157E9	301.7550821904484	0.0
1.2563810955E9	296.8692268822638	0.0
1.256440587E9	291.4058387535925	722372.1700253274
1.2565000105E9	295.47051386254856	0.0
1.256559358E9	296.7714782059381	0.0
1.2566186565E9	302.24858934169276	722372.1700253274
1.2566779215E9	288.318335208099	0.0
1.256737139E9	293.6	0.0
1.2567962345E9	296.4980862908838	722372.1700253274
1.256855215E9	294.49315464712686	0.0
1.256914145E9	293.74743067675007	0.0
1.256972983E9	300.9986766651963	722372.1700253274
1.257031653E9	239.62053571428572	0.0
1.257090174E9	286.45727590221185	0.0
1.257148601E9	295.8993170731707	722372.1700253274
1.2572069365E9	295.0866269165247	0.0
1.2572651285E9	268.99780701754383	0.0
1.2573232025E9	291.10090574582506	722372.1700253274
1.2573812295E9	217.83841626538256	0.0
1.257439136E9	302.9333553282745	0.0
1.2574969255E9	297.6957322987391	722372.1700253274
1.2575546835E9	296.19146122603195	0.0
1.257612305E9	296.75930115636	0.0
1.257669784E9	298.95406716076496	722372.1700253274
1.257727196E9	271.22658340767174	0.0
1.257784542E9	292.38417104276067	0.0
1.2578418435E9	294.698975571316	722372.1700253274
1.257899097E9	299.1867240523092	0.0
1.2579562805E9	298.2408506429278	0.0
1.258013384E9	298.2064300493395	722372.1700253274
1.2580704225E9	182.48275862068965	0.0
1.258127418E9	297.2615087040619	0.0
1.258184404E9	298.9804668304668	722372.1700253274
1.2582413235E9	295.7436562535243	0.0
1.2582981735E9	309.49658674658673	0.0
1.2583549705E9	277.7659182123875	722372.1700253274
1.2584116895E9	307.307370493417	0.0
1.258468343E9	223.337899543379	0.0
1.258524958E9	298.1448554135844	722372.1700253274
1.258581553E9	265.9663423612937	0.0
1.258638125E9	281.7093329206005	0.0
1.258694637E9	285.2430722891566	722372.1700253274
1.258751057E9	295.203125	0.0
1.2588073785E9	295.8122689463956	0.0
1.258863621E9	311.87982929020666	722372.1700253274
1.2589197765E9	298.78671030165054	0.0
1.2589758215E9	257.4559841740851	0.0
1.2590318095E9	305.0950892275628	722372.1700253274
1.2590877715E9	301.0694309338521	0.0
1.259143692E9	294.6606141127842	0.0
1.2591995435E9	297.60752945684453	722372.1700253274
1.259255345E9	300.77425903369874	0.0
1.259311004E9	312.4094922737307	0.0
1.2593665045E9	296.38511653514405	722372.1700253274
1.2594219715E9	247.8831417624521	0.0
1.2594774055E9	294.7500337609723	0.0
1.2595328125E9	298.9682169897662	722372.1700253274
1.259588206E9	296.4232575615255	0.0
1.25964358E9	298.9813095994914	0.0
1.259698924E9	297.21277448309024	722372.1700253274
1.2597542155E9	300.61914303329223	0.0
1.259809428E9	297.6129786086644	0.0
1.259864583E9	303.5394975786925	722372.1700253274
1.2599197075E9	297.3383418584825	0.0
1.259974807E9	310.68953211736715	0.0
1.2600300005E9	260.9375	722372.1700253274
1.2600851215E9	298.03331061509624	0.0
1.2601400385E9	260.9979912956143	0.0
1.260194862E9	304.56460542366517	722372.1700253274
1.260249417E9	307.9484427854893	0.0
1.26030366E9	293.4599342627224	0.0
1.260357745E9	287.1565217391304	722372.1700253274
1.260411749E9	297.69772727272726	0.0
1.2604657255E9	299.68123076923075	0.0
1.260519697E9	308.6428298644262	722372.1700253274
1.2605736505E9	296.8753546261554	0.0
1.260627587E9	295.7794508414526	0.0
1.260679197E9	244.5	722372.1700253274
1.2607061585E9	212.98305084745763	0.0
1.2607354145E9	299.3531881652182	0.0
1.260789248E9	294.9105705925384	722372.1700253274
1.2608429465E9	286.136403127715	0.0
1.2608965E9	295.4806433721575	0.0
1.2609499735E9	295.9265738426752	722372.1700253274
1.26100335E9	303.0978073089701	0.0
1.261056631E9	278.5135918003565	0.0
1.261109834E9	291.8204715969989	722372.1700253274
1.2611628405E9	296.9204505455825	0.0
1.261215697E9	298.0202122750346	0.0
1.261268427E9	299.436310107949	722372.1700253274
1.261321003E9	297.15973975529226	0.0
1.261373529E9	293.6020320138024	0.0
1.261425949E9	297.4549564359691	722372.1700253274
1.2614781795E9	297.3598822772004	0.0
1.2615302915E9	294.3123298327499	0.0
1.261582384E9	297.25757575757575	722372.1700253274
1.2616344685E9	302.2745334944288	0.0
1.2616865315E9	319.4233864477708	0.0
1.261738544E9	298.5936323176994	722372.1700253274
1.261790506E9	299.631247460382	0.0
1.2618424345E9	295.9660924254854	0.0
1.261894338E9	300.96384791190525	722372.1700253274
1.2619461965E9	299.7282901260802	0.0
1.2619979895E9	295.3884497349577	0.0
1.262049715E9	294.23913791126904	722372.1700253274
1.2621013735E9	248.64308943089432	0.0
1.2621529995E9	281.784776613348	0.0
1.2622046105E9	321.1929152704643	722372.1700253274
1.2622562045E9	297.76787777635127	0.0
1.262307624E9	262.0822695035461	0.0
1.26235883E9	296.5483050847458	722372.1700253274
1.262409982E9	299.847292611363	0.0
1.262461107E9	289.0172969803577	0.0
1.2625121625E9	280.8195569434957	722372.1700253274
1.262563166E9	297.45454545454544	0.0
1.2626141245E9	296.3440975192472	0.0
1.262664995E9	314.2670036764706	722372.1700253274
1.2627158175E9	246.78601997146933	0.0
1.262766619E9	282.7690045248869	0.0
1.262817395E9	282.14754788465586	722372.1700253274
